GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:0071169	establishment of protein localization to chromatin (GO:0071169)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0018106	peptidyl-histidine phosphorylation (GO:0018106)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0071166	ribonucleoprotein complex localization (GO:0071166)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905885	positive regulation of triglyceride transport (GO:1905885)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1905883	regulation of triglyceride transport (GO:1905883)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0043979	histone H2B-K5 acetylation (GO:0043979)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0043977	histone H2A-K5 acetylation (GO:0043977)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0051586	positive regulation of dopamine uptake involved in synaptic transmission (GO:0051586)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0043973	histone H3-K4 acetylation (GO:0043973)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0051582	positive regulation of neurotransmitter uptake (GO:0051582)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0043972	histone H3-K23 acetylation (GO:0043972)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1990481	mRNA pseudouridine synthesis (GO:1990481)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0075519	microtubule-dependent intracellular transport of viral material (GO:0075519)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0075512	clathrin-dependent endocytosis of virus by host cell (GO:0075512)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905875	negative regulation of postsynaptic density organization (GO:1905875)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905872	negative regulation of protein localization to cell leading edge (GO:1905872)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006127	glycerophosphate shuttle (GO:0006127)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0043969	histone H2B acetylation (GO:0043969)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0043968	histone H2A acetylation (GO:0043968)	23	0	1.35	-	 < 0.01	6.36E-01	1.00E00
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)	14	0	.82	-	 < 0.01	1.00E00	1.00E00
GO:0006121	mitochondrial electron transport, succinate to ubiquinone (GO:0006121)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0006120	mitochondrial electron transport, NADH to ubiquinone (GO:0006120)	46	0	2.70	-	 < 0.01	1.82E-01	7.18E-01
GO:0031990	mRNA export from nucleus in response to heat stress (GO:0031990)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1905869	negative regulation of 3'-UTR-mediated mRNA stabilization (GO:1905869)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905867	epididymis development (GO:1905867)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0071140	resolution of mitotic recombination intermediates (GO:0071140)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1905860	positive regulation of heparan sulfate proteoglycan binding (GO:1905860)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006116	NADH oxidation (GO:0006116)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:1990466	protein autosumoylation (GO:1990466)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006114	glycerol biosynthetic process (GO:0006114)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0006113	fermentation (GO:0006113)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0051563	smooth endoplasmic reticulum calcium ion homeostasis (GO:0051563)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0051562	negative regulation of mitochondrial calcium ion concentration (GO:0051562)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0043950	positive regulation of cAMP-mediated signaling (GO:0043950)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0031989	bombesin receptor signaling pathway (GO:0031989)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1905858	regulation of heparan sulfate proteoglycan binding (GO:1905858)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905857	positive regulation of pentose-phosphate shunt (GO:1905857)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1905856	negative regulation of pentose-phosphate shunt (GO:1905856)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905855	positive regulation of heparan sulfate binding (GO:1905855)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905853	regulation of heparan sulfate binding (GO:1905853)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006108	malate metabolic process (GO:0006108)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0006107	oxaloacetate metabolic process (GO:0006107)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0006106	fumarate metabolic process (GO:0006106)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0006105	succinate metabolic process (GO:0006105)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:1990456	mitochondrion-endoplasmic reticulum membrane tethering (GO:1990456)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0006104	succinyl-CoA metabolic process (GO:0006104)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:1901494	regulation of cysteine metabolic process (GO:1901494)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0006102	isocitrate metabolic process (GO:0006102)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1901492	positive regulation of lymphangiogenesis (GO:1901492)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0006101	citrate metabolic process (GO:0006101)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0051552	flavone metabolic process (GO:0051552)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1901491	negative regulation of lymphangiogenesis (GO:1901491)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1901490	regulation of lymphangiogenesis (GO:1901490)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:1990451	cellular stress response to acidic pH (GO:1990451)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905843	regulation of cellular response to gamma radiation (GO:1905843)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0051548	negative regulation of keratinocyte migration (GO:0051548)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0051546	keratinocyte migration (GO:0051546)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1901485	positive regulation of transcription factor catabolic process (GO:1901485)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1901483	regulation of transcription factor catabolic process (GO:1901483)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1990443	peptidyl-threonine autophosphorylation (GO:1990443)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0051542	elastin biosynthetic process (GO:0051542)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1990442	intrinsic apoptotic signaling pathway in response to nitrosative stress (GO:1990442)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1990441	negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990441)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1905839	negative regulation of telomeric D-loop disassembly (GO:1905839)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1905838	regulation of telomeric D-loop disassembly (GO:1905838)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1905835	cellular response to pyrimidine ribonucleotide (GO:1905835)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905834	response to pyrimidine ribonucleotide (GO:1905834)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905833	negative regulation of microtubule nucleation (GO:1905833)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1990438	U6 2'-O-snRNA methylation (GO:1990438)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0043928	exonucleolytic catabolism of deadenylated mRNA (GO:0043928)	13	0	.76	-	 < 0.01	1.00E00	1.00E00
GO:1990437	snRNA 2'-O-methylation (GO:1990437)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1901475	pyruvate transmembrane transport (GO:1901475)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0043923	positive regulation by host of viral transcription (GO:0043923)	17	0	1.00	-	 < 0.01	1.00E00	1.00E00
GO:0043922	negative regulation by host of viral transcription (GO:0043922)	15	0	.88	-	 < 0.01	1.00E00	1.00E00
GO:0043921	modulation by host of viral transcription (GO:0043921)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031959	mineralocorticoid receptor signaling pathway (GO:0031959)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031958	corticosteroid receptor signaling pathway (GO:0031958)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0071109	superior temporal gyrus development (GO:0071109)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0071108	protein K48-linked deubiquitination (GO:0071108)	34	0	2.00	-	 < 0.01	2.61E-01	8.48E-01
GO:1905828	regulation of prostaglandin catabolic process (GO:1905828)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0071106	adenosine 3',5'-bisphosphate transmembrane transport (GO:0071106)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0071105	response to interleukin-11 (GO:0071105)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0071104	response to interleukin-9 (GO:0071104)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1901465	positive regulation of tetrapyrrole biosynthetic process (GO:1901465)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1901463	regulation of tetrapyrrole biosynthetic process (GO:1901463)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0031948	positive regulation of glucocorticoid biosynthetic process (GO:0031948)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031945	positive regulation of glucocorticoid metabolic process (GO:0031945)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1990418	response to insulin-like growth factor stimulus (GO:1990418)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1990410	adrenomedullin receptor signaling pathway (GO:1990410)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0090299	regulation of neural crest formation (GO:0090299)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090298	negative regulation of mitochondrial DNA replication (GO:0090298)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090297	positive regulation of mitochondrial DNA replication (GO:0090297)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0031930	mitochondria-nucleus signaling pathway (GO:0031930)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090296	regulation of mitochondrial DNA replication (GO:0090296)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0090294	nitrogen catabolite activation of transcription (GO:0090294)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905808	positive regulation of synapse pruning (GO:1905808)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090293	nitrogen catabolite regulation of transcription (GO:0090293)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1905806	regulation of synapse pruning (GO:1905806)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090291	negative regulation of osteoclast proliferation (GO:0090291)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1905805	excitatory synapse pruning (GO:1905805)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090290	positive regulation of osteoclast proliferation (GO:0090290)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1905802	regulation of cellular response to manganese ion (GO:1905802)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1990401	embryonic lung development (GO:1990401)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090289	regulation of osteoclast proliferation (GO:0090289)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0090282	positive regulation of transcription involved in G2/M transition of mitotic cell cycle (GO:0090282)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031914	negative regulation of synaptic plasticity (GO:0031914)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0090275	negative regulation of somatostatin secretion (GO:0090275)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090274	positive regulation of somatostatin secretion (GO:0090274)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090273	regulation of somatostatin secretion (GO:0090273)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090272	negative regulation of fibroblast growth factor production (GO:0090272)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090271	positive regulation of fibroblast growth factor production (GO:0090271)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0090270	regulation of fibroblast growth factor production (GO:0090270)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:1901423	response to benzene (GO:1901423)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090265	positive regulation of immune complex clearance by monocytes and macrophages (GO:0090265)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090264	regulation of immune complex clearance by monocytes and macrophages (GO:0090264)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0090262	regulation of transcription-coupled nucleotide-excision repair (GO:0090262)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1901419	regulation of response to alcohol (GO:1901419)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070684	seminal clot liquefaction (GO:0070684)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070682	proteasome regulatory particle assembly (GO:0070682)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation (GO:0070681)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0090258	negative regulation of mitochondrial fission (GO:0090258)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0048793	pronephros development (GO:0048793)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0048792	spontaneous exocytosis of neurotransmitter (GO:0048792)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048790	maintenance of presynaptic active zone structure (GO:0048790)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0090251	protein localization involved in establishment of planar polarity (GO:0090251)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1901409	positive regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901409)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0070676	intralumenal vesicle formation (GO:0070676)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:1901407	regulation of phosphorylation of RNA polymerase II C-terminal domain (GO:1901407)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0070673	response to interleukin-18 (GO:0070673)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0070672	response to interleukin-15 (GO:0070672)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0070671	response to interleukin-12 (GO:0070671)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:1901403	positive regulation of tetrapyrrole metabolic process (GO:1901403)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1901401	regulation of tetrapyrrole metabolic process (GO:1901401)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0048789	cytoskeletal matrix organization at active zone (GO:0048789)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090249	regulation of cell migration involved in somitogenic axis elongation (GO:0090249)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090242	retinoic acid receptor signaling pathway involved in somitogenesis (GO:0090242)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090241	negative regulation of histone H4 acetylation (GO:0090241)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0070669	response to interleukin-2 (GO:0070669)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0070667	negative regulation of mast cell proliferation (GO:0070667)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0090238	positive regulation of arachidonic acid secretion (GO:0090238)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0090237	regulation of arachidonic acid secretion (GO:0090237)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0048773	erythrophore differentiation (GO:0048773)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090234	regulation of kinetochore assembly (GO:0090234)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0090230	regulation of centromere complex assembly (GO:0090230)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0070651	nonfunctional rRNA decay (GO:0070651)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070650	actin filament bundle distribution (GO:0070650)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048769	sarcomerogenesis (GO:0048769)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0140074	cardiac endothelial to mesenchymal transition (GO:0140074)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090226	regulation of microtubule nucleation by Ran protein signal transduction (GO:0090226)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090222	centrosome-templated microtubule nucleation (GO:0090222)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0090220	chromosome localization to nuclear envelope involved in homologous chromosome segregation (GO:0090220)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0070649	formin-nucleated actin cable assembly (GO:0070649)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0140067	peptidyl-lysine butyrylation (GO:0140067)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0140066	peptidyl-lysine crotonylation (GO:0140066)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0048757	pigment granule maturation (GO:0048757)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0090219	negative regulation of lipid kinase activity (GO:0090219)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0090217	negative regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0090217)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0090216	positive regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0090216)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090215	regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity (GO:0090215)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0140060	axon arborization (GO:0140060)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090212	negative regulation of establishment of blood-brain barrier (GO:0090212)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0070638	pyridine nucleoside catabolic process (GO:0070638)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070637	pyridine nucleoside metabolic process (GO:0070637)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070634	transepithelial ammonium transport (GO:0070634)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0140059	dendrite arborization (GO:0140059)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0090209	negative regulation of triglyceride metabolic process (GO:0090209)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0090206	negative regulation of cholesterol metabolic process (GO:0090206)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0140052	cellular response to oxidised low-density lipoprotein particle stimulus (GO:0140052)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0140051	positive regulation of endocardial cushion to mesenchymal transition (GO:0140051)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0090204	protein localization to nuclear pore (GO:0090204)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0090200	positive regulation of release of cytochrome c from mitochondria (GO:0090200)	27	0	1.59	-	 < 0.01	4.01E-01	1.00E00
GO:0070625	zymogen granule exocytosis (GO:0070625)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0140049	regulation of endocardial cushion to mesenchymal transition (GO:0140049)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000081	positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation (GO:2000081)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0140041	cellular detoxification of methylglyoxal (GO:0140041)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0044375	regulation of peroxisome size (GO:0044375)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:2000078	positive regulation of type B pancreatic cell development (GO:2000078)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:2000077	negative regulation of type B pancreatic cell development (GO:2000077)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0140039	cell-cell adhesion in response to extracellular stimulus (GO:0140039)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:2000074	regulation of type B pancreatic cell development (GO:2000074)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0070602	regulation of centromeric sister chromatid cohesion (GO:0070602)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:2000066	positive regulation of cortisol biosynthetic process (GO:2000066)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000063	positive regulation of ureter smooth muscle cell differentiation (GO:2000063)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000062	negative regulation of ureter smooth muscle cell differentiation (GO:2000062)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:2000061	regulation of ureter smooth muscle cell differentiation (GO:2000061)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0044357	regulation of rRNA stability (GO:0044357)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0044355	clearance of foreign intracellular DNA (GO:0044355)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0044351	macropinocytosis (GO:0044351)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0032385	positive regulation of intracellular cholesterol transport (GO:0032385)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0032384	negative regulation of intracellular cholesterol transport (GO:0032384)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032383	regulation of intracellular cholesterol transport (GO:0032383)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0032382	positive regulation of intracellular sterol transport (GO:0032382)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0032381	negative regulation of intracellular sterol transport (GO:0032381)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:2000057	negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis (GO:2000057)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032380	regulation of intracellular sterol transport (GO:0032380)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:2000056	regulation of Wnt signaling pathway involved in digestive tract morphogenesis (GO:2000056)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0140018	regulation of cytoplasmic translational fidelity (GO:0140018)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0044349	DNA excision (GO:0044349)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0044341	sodium-dependent phosphate transport (GO:0044341)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0044340	canonical Wnt signaling pathway involved in regulation of cell proliferation (GO:0044340)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
