GO_ID	GO_LABEL_FULL	NUMBER_OF_GENES_IN_REFERENCE	NUMBER_OF_GENES_IN_INPUT	NUMBER_OF_GENES_EXPECTED	+/-	FOLD_ENRICHMENT	RAW_P_VALUE	FDR
GO:0015208	guanine transmembrane transporter activity (GO:0015208)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:1901612	cardiolipin binding (GO:1901612)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0015204	urea transmembrane transporter activity (GO:0015204)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:1901611	phosphatidylglycerol binding (GO:1901611)	15	0	.88	-	 < 0.01	1.00E00	1.00E00
GO:0015203	polyamine transmembrane transporter activity (GO:0015203)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0005427	proton-dependent oligopeptide secondary active transmembrane transporter activity (GO:0005427)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0034386	4-aminobutyrate:2-oxoglutarate transaminase activity (GO:0034386)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0050816	phosphothreonine residue binding (GO:0050816)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0050815	phosphoserine residue binding (GO:0050815)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0001069	regulatory region RNA binding (GO:0001069)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0102732	myo-inositol-1,2,3,4,6-heptakisphosphate 5-kinase activity (GO:0102732)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0120108	DNA-3'-diphospho-5'-guanosine diphosphatase (GO:0120108)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0097023	fructose 6-phosphate aldolase activity (GO:0097023)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0097020	COPII receptor activity (GO:0097020)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005416	amino acid:cation symporter activity (GO:0005416)	25	0	1.47	-	 < 0.01	3.99E-01	1.00E00
GO:0005415	nucleoside:sodium symporter activity (GO:0005415)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0005412	glucose:sodium symporter activity (GO:0005412)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0001056	RNA polymerase III activity (GO:0001056)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001055	RNA polymerase II activity (GO:0001055)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0001054	RNA polymerase I activity (GO:0001054)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032190	acrosin binding (GO:0032190)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0097016	L27 domain binding (GO:0097016)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0016997	alpha-sialidase activity (GO:0016997)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0016992	lipoate synthase activity (GO:0016992)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005402	carbohydrate:cation symporter activity (GO:0005402)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0032181	dinucleotide repeat insertion binding (GO:0032181)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0046316	gluconokinase activity (GO:0046316)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001042	RNA polymerase I core binding (GO:0001042)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0097004	adipokinetic hormone binding (GO:0097004)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0097003	adipokinetic hormone receptor activity (GO:0097003)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0034353	mRNA 5'-diphosphatase activity (GO:0034353)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0102704	GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity (GO:0102704)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016972	thiol oxidase activity (GO:0016972)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0016971	flavin-linked sulfhydryl oxidase activity (GO:0016971)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0036524	protein deglycase activity (GO:0036524)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0001025	RNA polymerase III general transcription initiation factor binding (GO:0001025)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0016964	alpha-2 macroglobulin receptor activity (GO:0016964)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0034338	short-chain carboxylesterase activity (GO:0034338)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0001018	mitochondrial promoter sequence-specific DNA binding (GO:0001018)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0001016	RNA polymerase III transcription regulatory region sequence-specific DNA binding (GO:0001016)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0098782	mechanosensitived potassium channel activity (GO:0098782)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0036505	prosaposin receptor activity (GO:0036505)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004997	thyrotropin-releasing hormone receptor activity (GO:0004997)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004996	thyroid-stimulating hormone receptor activity (GO:0004996)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004994	somatostatin receptor activity (GO:0004994)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0004993	G protein-coupled serotonin receptor activity (GO:0004993)	34	0	2.00	-	 < 0.01	2.61E-01	1.00E00
GO:0032145	succinate-semialdehyde dehydrogenase binding (GO:0032145)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004992	platelet activating factor receptor activity (GO:0004992)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0001006	RNA polymerase III type 3 promoter sequence-specific DNA binding (GO:0001006)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0032143	single thymine insertion binding (GO:0032143)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004990	oxytocin receptor activity (GO:0004990)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0032142	single guanine insertion binding (GO:0032142)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0001003	RNA polymerase III type 2 promoter sequence-specific DNA binding (GO:0001003)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0001002	RNA polymerase III type 1 promoter sequence-specific DNA binding (GO:0001002)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0098770	FBXO family protein binding (GO:0098770)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0032139	dinucleotide insertion or deletion binding (GO:0032139)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0032138	single base insertion or deletion binding (GO:0032138)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0004985	G protein-coupled opioid receptor activity (GO:0004985)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0032137	guanine/thymine mispair binding (GO:0032137)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0004984	olfactory receptor activity (GO:0004984)	441	0	25.90	-	 < 0.01	1.38E-11	9.84E-09
GO:0004983	neuropeptide Y receptor activity (GO:0004983)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0032135	DNA insertion or deletion binding (GO:0032135)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0004982	N-formyl peptide receptor activity (GO:0004982)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0004980	melanocyte-stimulating hormone receptor activity (GO:0004980)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1990599	3' overhang single-stranded DNA endodeoxyribonuclease activity (GO:1990599)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0016937	short-branched-chain-acyl-CoA dehydrogenase activity (GO:0016937)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016936	galactoside binding (GO:0016936)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:1990595	mast cell secretagogue receptor activity (GO:1990595)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016934	extracellularly glycine-gated chloride channel activity (GO:0016934)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0016933	extracellularly glycine-gated ion channel activity (GO:0016933)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:1904288	BAT3 complex binding (GO:1904288)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0004979	beta-endorphin receptor activity (GO:0004979)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004978	corticotropin receptor activity (GO:0004978)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004977	melanocortin receptor activity (GO:0004977)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0032129	histone deacetylase activity (H3-K9 specific) (GO:0032129)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004974	leukotriene receptor activity (GO:0004974)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0004971	AMPA glutamate receptor activity (GO:0004971)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0008097	5S rRNA binding (GO:0008097)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0016929	deSUMOylase activity (GO:0016929)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0016920	pyroglutamyl-peptidase activity (GO:0016920)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1902098	calcitriol binding (GO:1902098)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004969	histamine receptor activity (GO:0004969)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0004968	gonadotropin-releasing hormone receptor activity (GO:0004968)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0004967	glucagon receptor activity (GO:0004967)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0004966	galanin receptor activity (GO:0004966)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0004965	G protein-coupled GABA receptor activity (GO:0004965)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0004964	luteinizing hormone receptor activity (GO:0004964)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004963	follicle-stimulating hormone receptor activity (GO:0004963)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004961	thromboxane A2 receptor activity (GO:0004961)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004960	thromboxane receptor activity (GO:0004960)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0016917	GABA receptor activity (GO:0016917)	22	0	1.29	-	 < 0.01	6.32E-01	1.00E00
GO:0016913	follicle-stimulating hormone activity (GO:0016913)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004956	prostaglandin D receptor activity (GO:0004956)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008079	translation termination factor activity (GO:0008079)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0004952	dopamine neurotransmitter receptor activity (GO:0004952)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0004951	cholecystokinin receptor activity (GO:0004951)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004950	chemokine receptor activity (GO:0004950)	26	0	1.53	-	 < 0.01	3.99E-01	1.00E00
GO:0008073	ornithine decarboxylase inhibitor activity (GO:0008073)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0016907	G protein-coupled acetylcholine receptor activity (GO:0016907)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0016901	oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor (GO:0016901)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0016900	oxidoreductase activity, acting on the CH-OH group of donors, disulfide as acceptor (GO:0016900)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0043682	P-type divalent copper transporter activity (GO:0043682)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004949	cannabinoid receptor activity (GO:0004949)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0004948	calcitonin receptor activity (GO:0004948)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004946	bombesin receptor activity (GO:0004946)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008068	extracellularly glutamate-gated chloride channel activity (GO:0008068)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004940	beta1-adrenergic receptor activity (GO:0004940)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004937	alpha1-adrenergic receptor activity (GO:0004937)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0033897	ribonuclease T2 activity (GO:0033897)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0051267	CP2 mannose-ethanolamine phosphotransferase activity (GO:0051267)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0051265	diolein transacylation activity (GO:0051265)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0051264	mono-olein transacylation activity (GO:0051264)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0010348	lithium:proton antiporter activity (GO:0010348)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004925	prolactin receptor activity (GO:0004925)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033889	N-sulfoglucosamine-3-sulfatase activity (GO:0033889)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004920	interleukin-10 receptor activity (GO:0004920)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0033883	pyridoxal phosphatase activity (GO:0033883)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0010340	carboxyl-O-methyltransferase activity (GO:0010340)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0033882	choloyl-CoA hydrolase activity (GO:0033882)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004919	interleukin-9 receptor activity (GO:0004919)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004918	interleukin-8 receptor activity (GO:0004918)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004917	interleukin-7 receptor activity (GO:0004917)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004914	interleukin-5 receptor activity (GO:0004914)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0033878	hormone-sensitive lipase activity (GO:0033878)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004913	interleukin-4 receptor activity (GO:0004913)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004912	interleukin-3 receptor activity (GO:0004912)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004911	interleukin-2 receptor activity (GO:0004911)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0004910	interleukin-1, type II, blocking receptor activity (GO:0004910)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031699	beta-3 adrenergic receptor binding (GO:0031699)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0033872	[heparan sulfate]-glucosamine 3-sulfotransferase 3 activity (GO:0033872)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0033871	[heparan sulfate]-glucosamine 3-sulfotransferase 2 activity (GO:0033871)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031695	alpha-2B adrenergic receptor binding (GO:0031695)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0031694	alpha-2A adrenergic receptor binding (GO:0031694)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0031691	alpha-1A adrenergic receptor binding (GO:0031691)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004909	interleukin-1, type I, activating receptor activity (GO:0004909)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004908	interleukin-1 receptor activity (GO:0004908)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0004906	interferon-gamma receptor activity (GO:0004906)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0004905	type I interferon receptor activity (GO:0004905)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0033867	Fas-activated serine/threonine kinase activity (GO:0033867)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0004900	erythropoietin receptor activity (GO:0004900)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033862	UMP kinase activity (GO:0033862)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0031687	A2A adenosine receptor binding (GO:0031687)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:1990518	single-stranded 3'-5' DNA helicase activity (GO:1990518)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0031686	A1 adenosine receptor binding (GO:0031686)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0008020	G protein-coupled photoreceptor activity (GO:0008020)	15	0	.88	-	 < 0.01	1.00E00	1.00E00
GO:0031685	adenosine receptor binding (GO:0031685)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0031682	G-protein gamma-subunit binding (GO:0031682)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0072591	citrate-L-glutamate ligase activity (GO:0072591)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033858	N-acetylgalactosamine kinase activity (GO:0033858)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0072590	N-acetyl-L-aspartate-L-glutamate ligase activity (GO:0072590)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0033857	diphosphoinositol-pentakisphosphate kinase activity (GO:0033857)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0010309	acireductone dioxygenase [iron(II)-requiring] activity (GO:0010309)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0010308	acireductone dioxygenase (Ni2+-requiring) activity (GO:0010308)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0072582	17-beta-hydroxysteroid dehydrogenase (NADP+) activity (GO:0072582)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0072572	poly-ADP-D-ribose binding (GO:0072572)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0000515	aspartate:glutamate, proton antiporter activity (GO:0000515)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0000514	3-sulfino-L-alanine: proton, glutamate antiporter activity (GO:0000514)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0033829	O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase activity (GO:0033829)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0033823	procollagen glucosyltransferase activity (GO:0033823)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0072555	17-beta-ketosteroid reductase activity (GO:0072555)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033819	lipoyl(octanoyl) transferase activity (GO:0033819)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0033814	propanoyl-CoA C-acyltransferase activity (GO:0033814)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0080146	L-cysteine desulfhydrase activity (GO:0080146)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0072545	tyrosine binding (GO:0072545)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0072544	L-DOPA binding (GO:0072544)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0072542	protein phosphatase activator activity (GO:0072542)	16	0	.94	-	 < 0.01	1.00E00	1.00E00
GO:0072541	peroxynitrite reductase activity (GO:0072541)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015199	amino-acid betaine transmembrane transporter activity (GO:0015199)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015196	L-tryptophan transmembrane transporter activity (GO:0015196)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0015195	L-threonine transmembrane transporter activity (GO:0015195)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015194	L-serine transmembrane transporter activity (GO:0015194)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0015193	L-proline transmembrane transporter activity (GO:0015193)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0015192	L-phenylalanine transmembrane transporter activity (GO:0015192)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015191	L-methionine transmembrane transporter activity (GO:0015191)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015190	L-leucine transmembrane transporter activity (GO:0015190)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0080132	fatty acid alpha-hydroxylase activity (GO:0080132)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015189	L-lysine transmembrane transporter activity (GO:0015189)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0015188	L-isoleucine transmembrane transporter activity (GO:0015188)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015187	glycine transmembrane transporter activity (GO:0015187)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0015186	L-glutamine transmembrane transporter activity (GO:0015186)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0015185	gamma-aminobutyric acid transmembrane transporter activity (GO:0015185)	7	0	.41	-	 < 0.01	1.00E00	1.00E00
GO:0015184	L-cystine transmembrane transporter activity (GO:0015184)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0015183	L-aspartate transmembrane transporter activity (GO:0015183)	9	0	.53	-	 < 0.01	1.00E00	1.00E00
GO:0015182	L-asparagine transmembrane transporter activity (GO:0015182)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0015180	L-alanine transmembrane transporter activity (GO:0015180)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0120092	crotonyl-CoA hydratase activity (GO:0120092)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0080122	AMP transmembrane transporter activity (GO:0080122)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0099186	structural constituent of postsynapse (GO:0099186)	15	0	.88	-	 < 0.01	1.00E00	1.00E00
GO:0099184	structural constituent of postsynaptic intermediate filament cytoskeleton (GO:0099184)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0015174	basic amino acid transmembrane transporter activity (GO:0015174)	18	0	1.06	-	 < 0.01	6.21E-01	1.00E00
GO:0015173	aromatic amino acid transmembrane transporter activity (GO:0015173)	11	0	.65	-	 < 0.01	1.00E00	1.00E00
GO:0015172	acidic amino acid transmembrane transporter activity (GO:0015172)	17	0	1.00	-	 < 0.01	1.00E00	1.00E00
GO:0072518	Rho-dependent protein serine/threonine kinase activity (GO:0072518)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0050785	advanced glycation end-product receptor activity (GO:0050785)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070337	3'-flap-structured DNA binding (GO:0070337)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070336	flap-structured DNA binding (GO:0070336)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0070335	aspartate binding (GO:0070335)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0070330	aromatase activity (GO:0070330)	26	0	1.53	-	 < 0.01	3.99E-01	1.00E00
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity (GO:0015165)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0015164	glucuronoside transmembrane transporter activity (GO:0015164)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005385	zinc ion transmembrane transporter activity (GO:0005385)	23	0	1.35	-	 < 0.01	6.36E-01	1.00E00
GO:0005381	iron ion transmembrane transporter activity (GO:0005381)	10	0	.59	-	 < 0.01	1.00E00	1.00E00
GO:0080101	phosphatidyl-N-dimethylethanolamine N-methyltransferase activity (GO:0080101)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015157	oligosaccharide transmembrane transporter activity (GO:0015157)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0015154	disaccharide transmembrane transporter activity (GO:0015154)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0015152	glucose-6-phosphate transmembrane transporter activity (GO:0015152)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0015151	alpha-glucoside transmembrane transporter activity (GO:0015151)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015150	fucose transmembrane transporter activity (GO:0015150)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0005375	copper ion transmembrane transporter activity (GO:0005375)	5	0	.29	-	 < 0.01	1.00E00	1.00E00
GO:0005371	tricarboxylate secondary active transmembrane transporter activity (GO:0005371)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0015146	pentose transmembrane transporter activity (GO:0015146)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0015143	urate transmembrane transporter activity (GO:0015143)	6	0	.35	-	 < 0.01	1.00E00	1.00E00
GO:0015142	tricarboxylic acid transmembrane transporter activity (GO:0015142)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0015141	succinate transmembrane transporter activity (GO:0015141)	8	0	.47	-	 < 0.01	1.00E00	1.00E00
GO:0015140	malate transmembrane transporter activity (GO:0015140)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0120053	ribitol beta-1,4-xylosyltransferase activity (GO:0120053)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005369	taurine:sodium symporter activity (GO:0005369)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
GO:0005368	taurine transmembrane transporter activity (GO:0005368)	4	0	.23	-	 < 0.01	1.00E00	1.00E00
GO:0005367	myo-inositol:sodium symporter activity (GO:0005367)	2	0	.12	-	 < 0.01	1.00E00	1.00E00
GO:0005366	myo-inositol:proton symporter activity (GO:0005366)	1	0	.06	-	 < 0.01	1.00E00	1.00E00
GO:0005365	myo-inositol transmembrane transporter activity (GO:0005365)	3	0	.18	-	 < 0.01	1.00E00	1.00E00
